Views,Likes,Shares,Comments,Engagement_Level_Calculated,Platform_Instagram,Platform_TikTok,Platform_Twitter,Platform_YouTube,Content_Type_Live Stream,Content_Type_Post,Content_Type_Reel,Content_Type_Shorts,Content_Type_Tweet,Content_Type_Video,Region_Australia,Region_Brazil,Region_Canada,Region_Germany,Region_India,Region_Japan,Region_UK,Region_USA,Conversion_Rate
3589440.0,232704,14507,29927,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.06234099972229352
3436501.0,353078,6086,47414,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.017236984461868568
4946463.0,445158,72002,36183,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.16174481868995402
1687923.0,409229,27714,13106,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0677224732346016
924656.0,154970,2083,31448,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0134413112206594
3630952.0,413617,89862,4384,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.2172589617879038
3270361.0,115776,61334,8923,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.529764372535779
4126231.0,268495,57440,8547,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.21393322034995313
4883178.0,104079,97157,25266,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.9334928274739868
1749951.0,204875,35997,12109,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.1757022574654935
4096709.0,436110,99307,43672,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.2277108986212719
4482940.0,45442,17114,47200,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.37661194481391397
3869946.0,95722,26834,29707,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.28033262987815416
4596667.0,27747,18462,49929,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6653692288660507
1253544.0,142240,4875,24089,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.03427305961513829
1581916.0,469936,5231,20186,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.011131302985701641
2572752.0,354527,52194,10554,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.14722150921799407
2065185.0,429022,80506,34002,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.18765005057578282
2321786.0,187199,28150,34043,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.15037473489973907
1834220.0,276597,79599,22457,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.2877796939125233
3627837.0,118275,97590,15628,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.8251109701268137
1869418.0,422698,91378,14943,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.21617798049159972
3319990.0,492053,70509,850,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.1432955392987484
1401937.0,135014,42756,42886,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3166782703781328
3069341.0,152047,18783,29122,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.12353417034709438
4571329.0,49155,98931,27535,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2.012633505846275
3533891.0,362421,44888,6152,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12385595757078491
2967157.0,412876,73893,17235,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.17897141029803207
2307580.0,242509,24840,36605,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.10242918819085357
2864531.0,281538,66575,25027,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.23646896688061755
4812846.0,282674,48887,13168,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.17294480567109302
4948349.93,387248,73957,36470,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.19098097342811374
2263835.0,253167,92950,2373,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.3671489569980626
2243545.0,436598,7615,11674,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.017441674033837954
1786017.0,418903,61845,42763,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.14763561014966148
2793453.0,52138,49038,10863,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.9405424065095433
4561911.0,61464,87896,29370,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.4300403485894115
4608473.0,304395,4335,6543,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.014241364016680911
2090020.0,106952,66241,31466,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.6193526067189624
2954922.0,83459,90758,11510,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1.087456116046507
2972779.0,83040,51880,28713,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6247591521405637
3654157.0,446765,960,10338,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0021487806788322993
4822497.0,93252,89723,22110,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.9621563075363363
4059730.0,479772,15896,35015,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.03313240455814152
1704415.0,111106,36968,11611,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.3327273054261041
2550618.0,270046,39624,31764,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.1467305570107785
3262707.0,322516,95255,21585,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.29534968806833306
3707557.0,238257,87810,32469,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.36855160602338854
3789717.0,314746,69878,17368,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.2220139413933135
1980686.0,27994,52403,25446,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1.8719368429406527
2133430.0,479806,15065,12873,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.03139810673415092
3067711.0,211685,55025,91,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.2599381155840075
2412395.0,496981,33360,46462,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.06712530257560902
4948349.93,198754,50261,36892,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2528804451607072
3678890.0,73518,35146,5294,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.47805979481513916
2249841.0,97823,18276,5221,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.1868272287512316
1873057.0,21326,82659,29430,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3.8759729888980714
4400045.0,264695,92687,40287,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.3501652845595812
4295904.0,96005,37813,34742,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.39386490282861675
1325071.0,32968,51401,6451,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.5591179320677266
3918763.0,377071,94228,18967,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.24989458218081223
4459322.0,130429,41640,43576,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3192541535763324
4856239.0,463589,77615,15106,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.1674220052639855
3716784.0,8333,58793,1796,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,7.055442209221838
2121741.0,241186,76623,19400,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.3176925692072636
1491502.0,426504,12495,12223,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0292963254734001
1732622.0,439661,38668,776,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.08794957933298723
3944670.0,372509,62062,992,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.16660537060402283
4833726.0,226063,96093,28087,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.4250717720093482
4106517.0,307295,68183,5092,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.22188125416222582
2479066.0,402001,44542,16506,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.11080071939843929
4289404.0,303500,69530,26484,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.22909390444055702
4751448.0,53228,671,10009,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.01260614713823436
3416751.0,64162,48379,32333,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.7540132787702981
4727831.0,399257,28383,10368,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07108954883518412
3130764.0,471908,48103,21747,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.10193300388842882
4632593.0,82688,35928,8999,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.434500773941261
2579953.0,129665,13366,22743,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.10308101645755748
3239663.0,288436,94297,5399,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.32692521043396366
2768113.0,444617,75286,49358,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.16932775849395484
4631785.0,399114,43028,19189,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.10780879648151133
3923269.0,38803,3269,25920,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.08424606342699119
1684045.0,237632,16203,33795,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0681852612414075
4473700.0,15777,85487,15204,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5.418457244458099
3822229.0,385332,48139,6985,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12492863296780624
4253475.0,394052,7337,4553,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.018619370031909003
2829354.0,130736,42112,46374,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.322114796205933
4577129.0,120208,84673,8875,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.7043873951230877
1194963.0,103244,46147,35429,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.44697028394415456
4558750.0,161524,66774,20755,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4133998662481489
2624457.0,270811,8063,43610,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.029773532093239432
3810909.0,73215,60036,6135,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.8199959023670018
2804201.0,214403,58405,45421,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.2724075689112369
3678271.0,388515,29923,39653,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.07701890531698856
3433826.0,11737,47228,22379,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4.023856177878627
1595568.0,145000,70495,40154,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.4861724137595744
2632783.0,220230,80297,29046,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.36460518547134335
2252242.0,248785,7800,26183,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.031352372529238004
2532021.0,335223,14017,24606,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.041813956678336095
4138006.0,417828,36755,20440,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.08796681888030561
4854421.0,486650,86108,46638,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1769403061712331
4066022.0,295418,61929,8393,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.2096317759848881
2007848.0,280952,42850,13703,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.15251715595003712
4321729.0,395257,25222,9123,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.06381164659793978
2048086.0,191738,99853,42598,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5207783537681222
4894673.0,140903,8150,24491,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.057841209906258836
1469953.0,306082,51502,1668,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.16826209969327624
1913736.0,54523,2152,11464,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.03946958163720456
2911881.0,44708,57294,21899,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.2815156121317177
2206955.0,316622,64570,9555,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.2039340285828548
4574924.0,197709,97880,18735,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.4950710387238279
4910553.0,499704,34160,9319,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.06836046939651552
3101726.0,490,80829,593,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,164.95713949067064
1664101.0,117775,50763,42936,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.4310167692268294
2417241.0,419969,78050,42955,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.18584705061121543
2758290.0,30695,65435,16736,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.1317804195693824
1797416.0,432818,87238,33875,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.20155816070030455
4334449.0,298421,27429,47285,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.09191377282121854
4938299.0,139325,25425,21859,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.18248699083563705
4629556.0,8738,79929,19204,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.147287698389462
4774320.0,416290,52552,21456,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.12623891998063275
2497597.0,321619,36084,47880,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.11219486410590808
1882126.0,475800,43114,27910,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0906137032347496
1194460.0,216370,38625,17650,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.1785136571530936
1622856.0,192496,43325,17806,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.22506961182439794
1301521.0,96995,8034,37607,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.08282901179619269
4530295.0,353065,91917,19537,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.26034016398509224
3642505.0,472553,83616,25351,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.17694523153642142
1146819.0,153532,13633,27160,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.0887958210608345
3317315.0,70605,61789,43169,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8751363216662932
2514764.0,100963,79384,29464,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.7862682368009797
4948349.93,128560,68871,43838,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.5357109520429596
2131247.0,184490,46526,35734,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.2521871103988191
2833025.0,156803,67252,2601,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.4288948553006706
3587576.0,363800,86707,9705,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.23833699834419084
1942883.0,174956,57853,15443,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.330671711725767
720247.0,6093,2414,30680,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.39619235122896385
2851192.0,57367,19782,37567,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.3448323948707737
3675226.0,477204,2549,30839,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.005341531085126245
4025654.0,427509,7469,31997,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.017470977218784375
3830274.0,264013,37812,25236,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.14322022021100397
4277170.0,471076,43675,21460,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.0927132776857086
1124083.0,331967,1699,22789,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.005117978594103691
2656928.0,243831,52757,9603,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.21636707390707635
4174343.0,92667,67770,33150,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.7313283044955239
2150898.0,109954,6366,25896,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.05789693871456273
4242231.0,207880,83865,28311,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.40342986336331393
1418648.0,351250,22389,24313,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.06374092526508922
3545754.0,223054,61984,32043,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.2778878657061569
2651800.0,219881,16104,23971,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.07323961597076421
3985221.0,262934,82583,19181,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.3140826214824221
4070028.0,212737,50214,25262,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.23603792475046476
2703326.0,239560,14191,44747,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.05923776924114052
2695917.0,354316,26738,3079,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.07546371035811356
3185499.0,55001,79409,32643,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.4437737493056901
2316764.0,98083,89325,34220,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.9107082775903359
2463746.0,310242,10086,38862,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.03251010501374701
3418348.0,292153,51497,30601,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.17626722983586451
4914854.0,366072,63088,10841,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.17233768219988588
2341476.0,187857,88914,17369,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.47330682378227557
4473721.0,373738,40435,43313,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.10819076465041845
1876999.0,457119,16393,27762,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.03586155902432711
1775119.0,140839,55814,25850,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.39629648035016607
857952.0,53166,31496,36051,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5924086821291034
2209389.0,482782,60115,41459,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.12451789834491514
4948349.93,432781,10972,2387,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.02535231444944782
1259132.0,34868,47819,39976,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1.371429390452154
4003118.0,146736,23416,41111,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.1595791080471337
1904319.0,477329,16741,13594,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.035072245766859494
4582495.0,64321,94120,12939,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.4632857073952075
1707223.0,69921,5348,27889,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0764863202648008
2110402.0,189604,40737,13834,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2148530621603525
4745366.0,432269,60416,6857,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.13976482236432025
2049721.0,268966,85659,5658,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.31847519759677895
4646660.0,449894,57521,37427,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1278545612938191
2479459.0,142403,78204,9039,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.5491738235466126
1888760.0,461087,43011,22628,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.09328174509163603
2812314.0,74309,1044,11855,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.014049442192190792
3497312.0,27448,94037,20054,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3.4260055364959174
2000395.0,191198,63578,6326,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.33252439877339074
2940659.0,29714,29002,45381,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.9760382308083603
2734409.0,357486,35102,40977,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.09819125783672111
4562050.0,48226,85609,32371,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7751627748983612
4855797.0,70587,33841,28587,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.4794225564934871
3399334.0,231513,21754,40671,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.09396448579155536
2149093.0,4283,97823,25162,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,22.839831840205857
4020003.0,292915,66714,16223,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.22775890615954256
4841810.0,373052,32565,46187,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0.0872934604267691
2503297.0,250047,1748,27674,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.006990685750799222
3680526.0,81081,6559,17831,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.08089441421777056
3917058.0,443581,74974,25488,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.16901986333569247
4464275.0,97838,62114,22434,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.6348657985000853
4782032.0,391629,93730,20836,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.2393336550602909
4141357.0,340428,36529,4526,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.10730315954894123
2781286.0,186013,98891,19768,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.5316348857052123
4836204.0,290221,34793,15068,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.11988450180655828
2757275.0,266710,2008,36425,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.007528776573524473
1596995.0,92047,65455,20030,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7111041097796664
3246135.0,189814,23788,20762,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.12532268430540833
3397373.0,17460,39861,45560,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2.2829896894140953
3774978.0,160349,37878,9591,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.23622224022374808
3520604.0,419822,8728,16207,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.020789763280133253
2291471.0,412417,47074,31750,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.11414175458057883
1087661.0,285688,15615,4887,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.05465752849070813
3789362.0,458702,42111,33414,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.09180470108933894
3925001.0,142073,88617,35526,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6237427237670956
3287268.0,123865,8497,48466,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.06859887780498132
4330176.0,205339,6335,41452,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.030851421306675723
1558806.0,207879,41122,49288,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.19781699930258387
4948349.93,155558,52987,25353,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.3406253615795636
3675490.0,253771,62578,7498,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.2465924002251403
2003412.0,429878,23965,46480,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.055748375119086147
3802564.0,304493,39002,2143,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0.12808833043360313
3407613.0,330611,3262,15630,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.009866580361516507
1582423.0,386088,53051,35424,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0.13740649799689691
4817464.0,309479,60716,22878,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.1961877865639934
2417845.0,324783,8835,5058,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0.02720277846971046
2279763.0,12478,72990,25143,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5.84949510670821
3343066.0,210608,21075,3469,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1000674238347989
1190006.0,239797,12358,35109,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.051535256902649526
3237142.0,326165,92290,9091,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.2829549461075543
4830941.0,381524,86156,26172,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.22582065609959476
1586264.0,161483,51284,11309,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3175814172192998
